# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-08-15 20:07:47 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02097517 MORGAN CREEK NEAR CHAPEL HILL, NC
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 02097517
#    TS_ID       Parameter Description
#    89562       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#

	site_no	datetime	tz_cd	89562_00060	89562_00060_cd
USGS	02097517	2022-08-20 11:00	EDT	4.83	A
USGS	02097517	2022-08-20 11:15	EDT	5.10	A
USGS	02097517	2022-08-20 11:30	EDT	4.96	A
USGS	02097517	2022-08-20 11:45	EDT	4.44	A
USGS	02097517	2022-08-20 12:00	EDT	4.07	A
USGS	02097517	2022-08-20 12:15	EDT	5.10	A
USGS	02097517	2022-08-20 12:30	EDT	5.84	A
USGS	02097517	2022-08-20 12:45	EDT	6.33	A
USGS	02097517	2022-08-20 13:00	EDT	6.33	A
USGS	02097517	2022-08-20 13:15	EDT	6.49	A
USGS	02097517	2022-08-20 13:30	EDT	6.84	A
USGS	02097517	2022-08-20 13:45	EDT	7.02	A
USGS	02097517	2022-08-20 14:00	EDT	7.02	A
USGS	02097517	2022-08-20 14:15	EDT	7.02	A
USGS	02097517	2022-08-20 14:30	EDT	6.67	A
USGS	02097517	2022-08-20 14:45	EDT	6.16	A
USGS	02097517	2022-08-20 15:00	EDT	6.33	A
USGS	02097517	2022-08-20 15:15	EDT	6.16	A
USGS	02097517	2022-08-20 15:30	EDT	6.00	A
USGS	02097517	2022-08-20 15:45	EDT	6.00	A
USGS	02097517	2022-08-20 16:00	EDT	6.00	A
USGS	02097517	2022-08-20 16:15	EDT	5.69	A
USGS	02097517	2022-08-20 16:30	EDT	5.84	A
USGS	02097517	2022-08-20 16:45	EDT	5.84	A
USGS	02097517	2022-08-20 17:00	EDT	5.84	A
USGS	02097517	2022-08-20 17:15	EDT	5.84	A
USGS	02097517	2022-08-20 17:30	EDT	6.00	A
USGS	02097517	2022-08-20 17:45	EDT	6.00	A
USGS	02097517	2022-08-20 18:00	EDT	5.84	A
USGS	02097517	2022-08-20 18:15	EDT	5.84	A
USGS	02097517	2022-08-20 18:30	EDT	5.84	A
USGS	02097517	2022-08-20 18:45	EDT	5.84	A
USGS	02097517	2022-08-20 19:00	EDT	6.00	A
USGS	02097517	2022-08-20 19:15	EDT	5.69	A
USGS	02097517	2022-08-20 19:30	EDT	6.00	A
USGS	02097517	2022-08-20 19:45	EDT	6.16	A
USGS	02097517	2022-08-20 20:00	EDT	6.16	A
USGS	02097517	2022-08-20 20:15	EDT	6.00	A
USGS	02097517	2022-08-20 20:30	EDT	6.00	A
USGS	02097517	2022-08-20 20:45	EDT	6.00	A
USGS	02097517	2022-08-20 21:00	EDT	5.84	A
USGS	02097517	2022-08-20 21:15	EDT	5.84	A
USGS	02097517	2022-08-20 21:30	EDT	5.69	A
USGS	02097517	2022-08-20 21:45	EDT	5.84	A
USGS	02097517	2022-08-20 22:00	EDT	5.69	A
USGS	02097517	2022-08-20 22:15	EDT	5.69	A
USGS	02097517	2022-08-20 22:30	EDT	5.25	A
USGS	02097517	2022-08-20 22:45	EDT	4.44	A
USGS	02097517	2022-08-20 23:00	EDT	4.31	A
USGS	02097517	2022-08-20 23:15	EDT	4.96	A
USGS	02097517	2022-08-20 23:30	EDT	5.39	A
USGS	02097517	2022-08-20 23:45	EDT	5.69	A
USGS	02097517	2022-08-21 00:00	EDT	6.00	A
USGS	02097517	2022-08-21 00:15	EDT	5.84	A
USGS	02097517	2022-08-21 00:30	EDT	5.84	A
USGS	02097517	2022-08-21 00:45	EDT	5.84	A
USGS	02097517	2022-08-21 01:00	EDT	5.84	A
USGS	02097517	2022-08-21 01:15	EDT	5.84	A
USGS	02097517	2022-08-21 01:30	EDT	5.69	A
USGS	02097517	2022-08-21 01:45	EDT	5.39	A
USGS	02097517	2022-08-21 02:00	EDT	5.25	A
USGS	02097517	2022-08-21 02:15	EDT	5.25	A
USGS	02097517	2022-08-21 02:30	EDT	4.96	A
USGS	02097517	2022-08-21 02:45	EDT	4.83	A
USGS	02097517	2022-08-21 03:00	EDT	4.57	A
USGS	02097517	2022-08-21 03:15	EDT	4.57	A
USGS	02097517	2022-08-21 03:30	EDT	4.44	A
USGS	02097517	2022-08-21 03:45	EDT	4.31	A
USGS	02097517	2022-08-21 04:00	EDT	4.19	A
USGS	02097517	2022-08-21 04:15	EDT	3.96	A
USGS	02097517	2022-08-21 04:30	EDT	3.84	A
USGS	02097517	2022-08-21 04:45	EDT	3.73	A
USGS	02097517	2022-08-21 05:00	EDT	3.73	A
USGS	02097517	2022-08-21 05:15	EDT	3.73	A
USGS	02097517	2022-08-21 05:30	EDT	3.84	A
USGS	02097517	2022-08-21 05:45	EDT	3.73	A
USGS	02097517	2022-08-21 06:00	EDT	3.73	A
USGS	02097517	2022-08-21 06:15	EDT	3.62	A
USGS	02097517	2022-08-21 06:30	EDT	3.41	A
USGS	02097517	2022-08-21 06:45	EDT	3.31	A
USGS	02097517	2022-08-21 07:00	EDT	3.21	A
USGS	02097517	2022-08-21 07:15	EDT	2.92	A
USGS	02097517	2022-08-21 07:30	EDT	2.75	A
USGS	02097517	2022-08-21 07:45	EDT	2.75	A
USGS	02097517	2022-08-21 08:00	EDT	2.66	A
USGS	02097517	2022-08-21 08:15	EDT	2.66	A
USGS	02097517	2022-08-21 08:30	EDT	2.75	A
USGS	02097517	2022-08-21 08:45	EDT	2.92	A
USGS	02097517	2022-08-21 09:00	EDT	3.11	A
USGS	02097517	2022-08-21 09:15	EDT	3.51	A
USGS	02097517	2022-08-21 09:30	EDT	3.84	A
USGS	02097517	2022-08-21 09:45	EDT	4.31	A
USGS	02097517	2022-08-21 10:00	EDT	4.44	A
USGS	02097517	2022-08-21 10:15	EDT	4.70	A
USGS	02097517	2022-08-21 10:30	EDT	4.70	A
USGS	02097517	2022-08-21 10:45	EDT	5.25	A
USGS	02097517	2022-08-21 11:00	EDT	6.00	A
USGS	02097517	2022-08-21 11:15	EDT	7.39	A
USGS	02097517	2022-08-21 11:30	EDT	8.58	A
USGS	02097517	2022-08-21 11:45	EDT	8.80	A
USGS	02097517	2022-08-21 12:00	EDT	8.80	A
USGS	02097517	2022-08-21 12:15	EDT	8.58	A
USGS	02097517	2022-08-21 12:30	EDT	8.37	A
USGS	02097517	2022-08-21 12:45	EDT	8.17	A
USGS	02097517	2022-08-21 13:00	EDT	8.17	A
USGS	02097517	2022-08-21 13:15	EDT	7.97	A
USGS	02097517	2022-08-21 13:30	EDT	7.97	A
USGS	02097517	2022-08-21 13:45	EDT	7.58	A
USGS	02097517	2022-08-21 14:00	EDT	7.39	A
USGS	02097517	2022-08-21 14:15	EDT	7.02	A
USGS	02097517	2022-08-21 14:30	EDT	6.84	A
USGS	02097517	2022-08-21 14:45	EDT	6.84	A
USGS	02097517	2022-08-21 15:00	EDT	6.84	A
USGS	02097517	2022-08-21 15:15	EDT	6.67	A
USGS	02097517	2022-08-21 15:30	EDT	6.67	A
USGS	02097517	2022-08-21 15:45	EDT	6.67	A
USGS	02097517	2022-08-21 16:00	EDT	6.67	A
USGS	02097517	2022-08-21 16:15	EDT	6.67	A
USGS	02097517	2022-08-21 16:30	EDT	6.49	A
USGS	02097517	2022-08-21 16:45	EDT	6.49	A
USGS	02097517	2022-08-21 17:00	EDT	6.49	A
USGS	02097517	2022-08-21 17:15	EDT	6.84	A
USGS	02097517	2022-08-21 17:30	EDT	6.84	A
USGS	02097517	2022-08-21 17:45	EDT	6.67	A
USGS	02097517	2022-08-21 18:00	EDT	6.67	A
USGS	02097517	2022-08-21 18:15	EDT	6.67	A
USGS	02097517	2022-08-21 18:30	EDT	6.84	A
USGS	02097517	2022-08-21 18:45	EDT	7.02	A
USGS	02097517	2022-08-21 19:00	EDT	7.20	A
USGS	02097517	2022-08-21 19:15	EDT	7.20	A
USGS	02097517	2022-08-21 19:30	EDT	7.20	A
USGS	02097517	2022-08-21 19:45	EDT	7.20	A
USGS	02097517	2022-08-21 20:00	EDT	7.02	A
USGS	02097517	2022-08-21 20:15	EDT	7.20	A
USGS	02097517	2022-08-21 20:30	EDT	7.20	A
USGS	02097517	2022-08-21 20:45	EDT	7.39	A
USGS	02097517	2022-08-21 21:00	EDT	7.58	A
USGS	02097517	2022-08-21 21:15	EDT	7.58	A
USGS	02097517	2022-08-21 21:30	EDT	7.77	A
USGS	02097517	2022-08-21 21:45	EDT	7.77	A
USGS	02097517	2022-08-21 22:00	EDT	7.58	A
USGS	02097517	2022-08-21 22:15	EDT	7.58	A
USGS	02097517	2022-08-21 22:30	EDT	6.84	A
USGS	02097517	2022-08-21 22:45	EDT	5.84	A
USGS	02097517	2022-08-21 23:00	EDT	6.49	A
USGS	02097517	2022-08-21 23:15	EDT	7.39	A
USGS	02097517	2022-08-21 23:30	EDT	7.77	A
USGS	02097517	2022-08-21 23:45	EDT	7.77	A
USGS	02097517	2022-08-22 00:00	EDT	7.77	A
USGS	02097517	2022-08-22 00:15	EDT	7.58	A
USGS	02097517	2022-08-22 00:30	EDT	7.77	A
USGS	02097517	2022-08-22 00:45	EDT	7.58	A
USGS	02097517	2022-08-22 01:00	EDT	7.39	A
USGS	02097517	2022-08-22 01:15	EDT	7.20	A
USGS	02097517	2022-08-22 01:30	EDT	6.84	A
USGS	02097517	2022-08-22 01:45	EDT	6.49	A
USGS	02097517	2022-08-22 02:00	EDT	6.33	A
USGS	02097517	2022-08-22 02:15	EDT	6.16	A
USGS	02097517	2022-08-22 02:30	EDT	6.00	A
USGS	02097517	2022-08-22 02:45	EDT	6.00	A
USGS	02097517	2022-08-22 03:00	EDT	5.84	A
USGS	02097517	2022-08-22 03:15	EDT	5.54	A
USGS	02097517	2022-08-22 03:30	EDT	5.54	A
USGS	02097517	2022-08-22 03:45	EDT	5.39	A
USGS	02097517	2022-08-22 04:00	EDT	5.39	A
USGS	02097517	2022-08-22 04:15	EDT	5.39	A
USGS	02097517	2022-08-22 04:30	EDT	5.54	A
USGS	02097517	2022-08-22 04:45	EDT	5.54	A
USGS	02097517	2022-08-22 05:00	EDT	5.84	A
USGS	02097517	2022-08-22 05:15	EDT	6.16	A
USGS	02097517	2022-08-22 05:30	EDT	6.16	A
USGS	02097517	2022-08-22 05:45	EDT	6.67	A
USGS	02097517	2022-08-22 06:00	EDT	11.2	A
USGS	02097517	2022-08-22 06:15	EDT	14.9	A
USGS	02097517	2022-08-22 06:30	EDT	14.9	A
USGS	02097517	2022-08-22 06:45	EDT	14.0	A
USGS	02097517	2022-08-22 07:00	EDT	12.8	A
USGS	02097517	2022-08-22 07:15	EDT	11.2	A
USGS	02097517	2022-08-22 07:30	EDT	10.4	A
USGS	02097517	2022-08-22 07:45	EDT	9.69	A
USGS	02097517	2022-08-22 08:00	EDT	9.23	A
USGS	02097517	2022-08-22 08:15	EDT	8.80	A
USGS	02097517	2022-08-22 08:30	EDT	8.58	A
USGS	02097517	2022-08-22 08:45	EDT	8.37	A
USGS	02097517	2022-08-22 09:00	EDT	8.17	A
USGS	02097517	2022-08-22 09:15	EDT	7.97	A
USGS	02097517	2022-08-22 09:30	EDT	8.37	A
USGS	02097517	2022-08-22 09:45	EDT	9.92	A
USGS	02097517	2022-08-22 10:00	EDT	11.4	A
USGS	02097517	2022-08-22 10:15	EDT	12.8	A
USGS	02097517	2022-08-22 10:30	EDT	13.1	A
USGS	02097517	2022-08-22 10:45	EDT	13.1	A
USGS	02097517	2022-08-22 11:00	EDT	13.1	A
USGS	02097517	2022-08-22 11:15	EDT	12.8	A
USGS	02097517	2022-08-22 11:30	EDT	12.8	A
USGS	02097517	2022-08-22 11:45	EDT	12.8	A
USGS	02097517	2022-08-22 12:00	EDT	12.5	A
USGS	02097517	2022-08-22 12:15	EDT	11.9	A
USGS	02097517	2022-08-22 12:30	EDT	11.9	A
USGS	02097517	2022-08-22 12:45	EDT	11.9	A
USGS	02097517	2022-08-22 13:00	EDT	11.7	A
USGS	02097517	2022-08-22 13:15	EDT	11.7	A
USGS	02097517	2022-08-22 13:30	EDT	11.4	A
USGS	02097517	2022-08-22 13:45	EDT	11.2	A
USGS	02097517	2022-08-22 14:00	EDT	10.9	A
USGS	02097517	2022-08-22 14:15	EDT	10.6	A
USGS	02097517	2022-08-22 14:30	EDT	10.4	A
USGS	02097517	2022-08-22 14:45	EDT	10.2	A
USGS	02097517	2022-08-22 15:00	EDT	9.92	A
USGS	02097517	2022-08-22 15:15	EDT	9.92	A
USGS	02097517	2022-08-22 15:30	EDT	9.92	A
USGS	02097517	2022-08-22 15:45	EDT	9.92	A
USGS	02097517	2022-08-22 16:00	EDT	9.46	A
USGS	02097517	2022-08-22 16:15	EDT	9.46	A
USGS	02097517	2022-08-22 16:30	EDT	9.46	A
USGS	02097517	2022-08-22 16:45	EDT	9.23	A
USGS	02097517	2022-08-22 17:00	EDT	9.01	A
USGS	02097517	2022-08-22 17:15	EDT	9.01	A
USGS	02097517	2022-08-22 17:30	EDT	9.01	A
USGS	02097517	2022-08-22 17:45	EDT	8.80	A
USGS	02097517	2022-08-22 18:00	EDT	8.58	A
USGS	02097517	2022-08-22 18:15	EDT	8.17	A
USGS	02097517	2022-08-22 18:30	EDT	8.17	A
USGS	02097517	2022-08-22 18:45	EDT	7.97	A
USGS	02097517	2022-08-22 19:00	EDT	8.17	A
USGS	02097517	2022-08-22 19:15	EDT	8.17	A
USGS	02097517	2022-08-22 19:30	EDT	8.17	A
USGS	02097517	2022-08-22 19:45	EDT	7.97	A
USGS	02097517	2022-08-22 20:00	EDT	7.97	A
USGS	02097517	2022-08-22 20:15	EDT	7.97	A
USGS	02097517	2022-08-22 20:30	EDT	7.77	A
USGS	02097517	2022-08-22 20:45	EDT	7.97	A
USGS	02097517	2022-08-22 21:00	EDT	7.97	A
USGS	02097517	2022-08-22 21:15	EDT	7.77	A
USGS	02097517	2022-08-22 21:30	EDT	7.77	A
USGS	02097517	2022-08-22 21:45	EDT	7.77	A
USGS	02097517	2022-08-22 22:00	EDT	7.97	A
USGS	02097517	2022-08-22 22:15	EDT	7.77	A
USGS	02097517	2022-08-22 22:30	EDT	7.02	A
USGS	02097517	2022-08-22 22:45	EDT	6.33	A
USGS	02097517	2022-08-22 23:00	EDT	7.02	A
USGS	02097517	2022-08-22 23:15	EDT	7.97	A
USGS	02097517	2022-08-22 23:30	EDT	8.37	A
USGS	02097517	2022-08-22 23:45	EDT	8.58	A
USGS	02097517	2022-08-23 00:00	EDT	8.37	A
USGS	02097517	2022-08-23 00:15	EDT	8.17	A
USGS	02097517	2022-08-23 00:30	EDT	7.97	A
USGS	02097517	2022-08-23 00:45	EDT	7.77	A
USGS	02097517	2022-08-23 01:00	EDT	7.39	A
USGS	02097517	2022-08-23 01:15	EDT	7.20	A
USGS	02097517	2022-08-23 01:30	EDT	7.02	A
USGS	02097517	2022-08-23 01:45	EDT	6.84	A
USGS	02097517	2022-08-23 02:00	EDT	6.49	A
USGS	02097517	2022-08-23 02:15	EDT	6.16	A
USGS	02097517	2022-08-23 02:30	EDT	6.16	A
USGS	02097517	2022-08-23 02:45	EDT	6.00	A
USGS	02097517	2022-08-23 03:00	EDT	6.16	A
USGS	02097517	2022-08-23 03:15	EDT	6.16	A
USGS	02097517	2022-08-23 03:30	EDT	6.16	A
USGS	02097517	2022-08-23 03:45	EDT	5.84	A
USGS	02097517	2022-08-23 04:00	EDT	5.54	A
USGS	02097517	2022-08-23 04:15	EDT	5.39	A
USGS	02097517	2022-08-23 04:30	EDT	5.25	A
USGS	02097517	2022-08-23 04:45	EDT	5.10	A
USGS	02097517	2022-08-23 05:00	EDT	5.10	A
USGS	02097517	2022-08-23 05:15	EDT	5.10	A
USGS	02097517	2022-08-23 05:30	EDT	4.96	A
USGS	02097517	2022-08-23 05:45	EDT	4.96	A
USGS	02097517	2022-08-23 06:00	EDT	4.83	A
USGS	02097517	2022-08-23 06:15	EDT	4.83	A
USGS	02097517	2022-08-23 06:30	EDT	4.83	A
USGS	02097517	2022-08-23 06:45	EDT	4.83	A
USGS	02097517	2022-08-23 07:00	EDT	4.83	A
USGS	02097517	2022-08-23 07:15	EDT	4.83	A
USGS	02097517	2022-08-23 07:30	EDT	4.83	A
USGS	02097517	2022-08-23 07:45	EDT	4.70	A
USGS	02097517	2022-08-23 08:00	EDT	4.57	A
USGS	02097517	2022-08-23 08:15	EDT	4.57	A
USGS	02097517	2022-08-23 08:30	EDT	4.70	A
USGS	02097517	2022-08-23 08:45	EDT	4.96	A
USGS	02097517	2022-08-23 09:00	EDT	5.25	A
USGS	02097517	2022-08-23 09:15	EDT	5.54	A
USGS	02097517	2022-08-23 09:30	EDT	5.69	A
USGS	02097517	2022-08-23 09:45	EDT	5.84	A
USGS	02097517	2022-08-23 10:00	EDT	6.16	A
USGS	02097517	2022-08-23 10:15	EDT	6.33	A
USGS	02097517	2022-08-23 10:30	EDT	6.67	A
USGS	02097517	2022-08-23 10:45	EDT	7.02	A
USGS	02097517	2022-08-23 11:00	EDT	7.39	A
USGS	02097517	2022-08-23 11:15	EDT	7.39	A
USGS	02097517	2022-08-23 11:30	EDT	7.20	A
USGS	02097517	2022-08-23 11:45	EDT	7.02	A
USGS	02097517	2022-08-23 12:00	EDT	6.16	A
USGS	02097517	2022-08-23 12:15	EDT	5.25	A
USGS	02097517	2022-08-23 12:30	EDT	5.39	A
USGS	02097517	2022-08-23 12:45	EDT	6.33	A
USGS	02097517	2022-08-23 13:00	EDT	7.02	A
USGS	02097517	2022-08-23 13:15	EDT	7.02	A
USGS	02097517	2022-08-23 13:30	EDT	7.02	A
USGS	02097517	2022-08-23 13:45	EDT	7.20	A
USGS	02097517	2022-08-23 14:00	EDT	7.20	A
USGS	02097517	2022-08-23 14:15	EDT	7.02	A
USGS	02097517	2022-08-23 14:30	EDT	6.84	A
USGS	02097517	2022-08-23 14:45	EDT	6.84	A
USGS	02097517	2022-08-23 15:00	EDT	6.84	A
USGS	02097517	2022-08-23 15:15	EDT	6.67	A
USGS	02097517	2022-08-23 15:30	EDT	6.49	A
USGS	02097517	2022-08-23 15:45	EDT	6.49	A
USGS	02097517	2022-08-23 16:00	EDT	6.33	A
USGS	02097517	2022-08-23 16:15	EDT	6.16	A
USGS	02097517	2022-08-23 16:30	EDT	6.33	A
USGS	02097517	2022-08-23 16:45	EDT	6.33	A
USGS	02097517	2022-08-23 17:00	EDT	6.33	A
USGS	02097517	2022-08-23 17:15	EDT	6.33	A
USGS	02097517	2022-08-23 17:30	EDT	6.00	A
USGS	02097517	2022-08-23 17:45	EDT	6.00	A
USGS	02097517	2022-08-23 18:00	EDT	6.16	A
USGS	02097517	2022-08-23 18:15	EDT	6.16	A
USGS	02097517	2022-08-23 18:30	EDT	6.16	A
USGS	02097517	2022-08-23 18:45	EDT	6.16	A
USGS	02097517	2022-08-23 19:00	EDT	6.00	A
USGS	02097517	2022-08-23 19:15	EDT	6.00	A
USGS	02097517	2022-08-23 19:30	EDT	6.00	A
USGS	02097517	2022-08-23 19:45	EDT	6.16	A
USGS	02097517	2022-08-23 20:00	EDT	6.16	A
USGS	02097517	2022-08-23 20:15	EDT	6.16	A
USGS	02097517	2022-08-23 20:30	EDT	6.16	A
USGS	02097517	2022-08-23 20:45	EDT	6.00	A
USGS	02097517	2022-08-23 21:00	EDT	6.00	A
USGS	02097517	2022-08-23 21:15	EDT	6.16	A
USGS	02097517	2022-08-23 21:30	EDT	6.16	A
USGS	02097517	2022-08-23 21:45	EDT	6.33	A
USGS	02097517	2022-08-23 22:00	EDT	6.49	A
USGS	02097517	2022-08-23 22:15	EDT	6.84	A
USGS	02097517	2022-08-23 22:30	EDT	6.16	A
USGS	02097517	2022-08-23 22:45	EDT	5.10	A
USGS	02097517	2022-08-23 23:00	EDT	4.83	A
USGS	02097517	2022-08-23 23:15	EDT	6.00	A
USGS	02097517	2022-08-23 23:30	EDT	6.49	A
USGS	02097517	2022-08-23 23:45	EDT	6.84	A
USGS	02097517	2022-08-24 00:00	EDT	7.20	A
USGS	02097517	2022-08-24 00:15	EDT	7.02	A
USGS	02097517	2022-08-24 00:30	EDT	6.84	A
USGS	02097517	2022-08-24 00:45	EDT	6.67	A
USGS	02097517	2022-08-24 01:00	EDT	6.49	A
USGS	02097517	2022-08-24 01:15	EDT	6.33	A
USGS	02097517	2022-08-24 01:30	EDT	6.33	A
USGS	02097517	2022-08-24 01:45	EDT	6.33	A
USGS	02097517	2022-08-24 02:00	EDT	6.16	A
USGS	02097517	2022-08-24 02:15	EDT	6.00	A
USGS	02097517	2022-08-24 02:30	EDT	5.84	A
USGS	02097517	2022-08-24 02:45	EDT	5.39	A
USGS	02097517	2022-08-24 03:00	EDT	5.25	A
USGS	02097517	2022-08-24 03:15	EDT	5.25	A
USGS	02097517	2022-08-24 03:30	EDT	4.96	A
USGS	02097517	2022-08-24 03:45	EDT	4.83	A
USGS	02097517	2022-08-24 04:00	EDT	4.70	A
USGS	02097517	2022-08-24 04:15	EDT	4.70	A
USGS	02097517	2022-08-24 04:30	EDT	4.31	A
USGS	02097517	2022-08-24 04:45	EDT	4.19	A
USGS	02097517	2022-08-24 05:00	EDT	4.07	A
USGS	02097517	2022-08-24 05:15	EDT	3.84	A
USGS	02097517	2022-08-24 05:30	EDT	3.84	A
USGS	02097517	2022-08-24 05:45	EDT	3.62	A
USGS	02097517	2022-08-24 06:00	EDT	3.73	A
USGS	02097517	2022-08-24 06:15	EDT	3.62	A
USGS	02097517	2022-08-24 06:30	EDT	3.62	A
USGS	02097517	2022-08-24 06:45	EDT	3.51	A
USGS	02097517	2022-08-24 07:00	EDT	3.62	A
USGS	02097517	2022-08-24 07:15	EDT	3.73	A
USGS	02097517	2022-08-24 07:30	EDT	3.73	A
USGS	02097517	2022-08-24 07:45	EDT	3.84	A
USGS	02097517	2022-08-24 08:00	EDT	3.96	A
USGS	02097517	2022-08-24 08:15	EDT	4.07	A
USGS	02097517	2022-08-24 08:30	EDT	4.19	A
USGS	02097517	2022-08-24 08:45	EDT	4.31	A
USGS	02097517	2022-08-24 09:00	EDT	4.31	A
USGS	02097517	2022-08-24 09:15	EDT	4.70	A
USGS	02097517	2022-08-24 09:30	EDT	5.10	A
USGS	02097517	2022-08-24 09:45	EDT	5.69	A
USGS	02097517	2022-08-24 10:00	EDT	6.16	A
USGS	02097517	2022-08-24 10:15	EDT	6.16	A
USGS	02097517	2022-08-24 10:30	EDT	6.33	A
USGS	02097517	2022-08-24 10:45	EDT	6.49	A
USGS	02097517	2022-08-24 11:00	EDT	6.67	A
USGS	02097517	2022-08-24 11:15	EDT	6.49	A
USGS	02097517	2022-08-24 11:30	EDT	6.67	A
USGS	02097517	2022-08-24 11:45	EDT	6.84	A
USGS	02097517	2022-08-24 12:00	EDT	7.02	A
USGS	02097517	2022-08-24 12:15	EDT	6.84	A
USGS	02097517	2022-08-24 12:30	EDT	6.67	A
USGS	02097517	2022-08-24 12:45	EDT	6.67	A
USGS	02097517	2022-08-24 13:00	EDT	6.49	A
USGS	02097517	2022-08-24 13:15	EDT	6.33	A
USGS	02097517	2022-08-24 13:30	EDT	6.49	A
USGS	02097517	2022-08-24 13:45	EDT	6.33	A
USGS	02097517	2022-08-24 14:00	EDT	6.49	A
USGS	02097517	2022-08-24 14:15	EDT	6.33	A
USGS	02097517	2022-08-24 14:30	EDT	6.16	A
USGS	02097517	2022-08-24 14:45	EDT	6.16	A
USGS	02097517	2022-08-24 15:00	EDT	6.16	A
USGS	02097517	2022-08-24 15:15	EDT	6.16	A
USGS	02097517	2022-08-24 15:30	EDT	6.16	A
USGS	02097517	2022-08-24 15:45	EDT	6.16	A
USGS	02097517	2022-08-24 16:00	EDT	6.00	A
USGS	02097517	2022-08-24 16:15	EDT	6.00	A
USGS	02097517	2022-08-24 16:30	EDT	5.84	A
USGS	02097517	2022-08-24 16:45	EDT	6.00	A
USGS	02097517	2022-08-24 17:00	EDT	5.84	A
USGS	02097517	2022-08-24 17:15	EDT	6.00	A
USGS	02097517	2022-08-24 17:30	EDT	6.00	A
USGS	02097517	2022-08-24 17:45	EDT	6.16	A
USGS	02097517	2022-08-24 18:00	EDT	6.00	A
USGS	02097517	2022-08-24 18:15	EDT	5.84	A
USGS	02097517	2022-08-24 18:30	EDT	5.54	A
USGS	02097517	2022-08-24 18:45	EDT	5.54	A
USGS	02097517	2022-08-24 19:00	EDT	5.69	A
USGS	02097517	2022-08-24 19:15	EDT	5.84	A
USGS	02097517	2022-08-24 19:30	EDT	5.84	A
USGS	02097517	2022-08-24 19:45	EDT	5.84	A
USGS	02097517	2022-08-24 20:00	EDT	5.84	A
USGS	02097517	2022-08-24 20:15	EDT	5.39	A
USGS	02097517	2022-08-24 20:30	EDT	5.39	A
USGS	02097517	2022-08-24 20:45	EDT	5.69	A
USGS	02097517	2022-08-24 21:00	EDT	6.00	A
USGS	02097517	2022-08-24 21:15	EDT	6.16	A
USGS	02097517	2022-08-24 21:30	EDT	6.33	A
USGS	02097517	2022-08-24 21:45	EDT	6.49	A
USGS	02097517	2022-08-24 22:00	EDT	6.49	A
USGS	02097517	2022-08-24 22:15	EDT	6.49	A
USGS	02097517	2022-08-24 22:30	EDT	6.00	A
USGS	02097517	2022-08-24 22:45	EDT	5.25	A
USGS	02097517	2022-08-24 23:00	EDT	5.25	A
USGS	02097517	2022-08-24 23:15	EDT	6.49	A
USGS	02097517	2022-08-24 23:30	EDT	6.84	A
USGS	02097517	2022-08-24 23:45	EDT	6.67	A
USGS	02097517	2022-08-25 00:00	EDT	6.67	A
USGS	02097517	2022-08-25 00:15	EDT	6.49	A
USGS	02097517	2022-08-25 00:30	EDT	6.33	A
USGS	02097517	2022-08-25 00:45	EDT	6.49	A
USGS	02097517	2022-08-25 01:00	EDT	6.67	A
USGS	02097517	2022-08-25 01:15	EDT	6.49	A
USGS	02097517	2022-08-25 01:30	EDT	6.33	A
USGS	02097517	2022-08-25 01:45	EDT	6.00	A
USGS	02097517	2022-08-25 02:00	EDT	5.84	A
USGS	02097517	2022-08-25 02:15	EDT	5.69	A
USGS	02097517	2022-08-25 02:30	EDT	5.54	A
USGS	02097517	2022-08-25 02:45	EDT	5.54	A
USGS	02097517	2022-08-25 03:00	EDT	5.54	A
USGS	02097517	2022-08-25 03:15	EDT	5.54	A
USGS	02097517	2022-08-25 03:30	EDT	5.39	A
USGS	02097517	2022-08-25 03:45	EDT	5.10	A
USGS	02097517	2022-08-25 04:00	EDT	4.57	A
USGS	02097517	2022-08-25 04:15	EDT	4.57	A
USGS	02097517	2022-08-25 04:30	EDT	4.31	A
USGS	02097517	2022-08-25 04:45	EDT	4.19	A
USGS	02097517	2022-08-25 05:00	EDT	4.07	A
USGS	02097517	2022-08-25 05:15	EDT	3.96	A
USGS	02097517	2022-08-25 05:30	EDT	3.73	A
USGS	02097517	2022-08-25 05:45	EDT	3.62	A
USGS	02097517	2022-08-25 06:00	EDT	3.41	A
USGS	02097517	2022-08-25 06:15	EDT	3.41	A
USGS	02097517	2022-08-25 06:30	EDT	3.31	A
